"RegionName","City","HousingType","Time","Value","lon","lat"
10004,"New York","All Homes",2014-01-01,23.25,-74.0138541,40.7038704
10004,"New York","All Homes",2014-02-01,22.9,-74.0138541,40.7038704
10004,"New York","All Homes",2014-03-01,22.73,-74.0138541,40.7038704
10004,"New York","All Homes",2014-04-01,22.51,-74.0138541,40.7038704
10004,"New York","All Homes",2014-05-01,24.02,-74.0138541,40.7038704
10004,"New York","All Homes",2014-06-01,24.04,-74.0138541,40.7038704
10004,"New York","All Homes",2014-07-01,23.94,-74.0138541,40.7038704
10004,"New York","All Homes",2014-08-01,23.6,-74.0138541,40.7038704
10004,"New York","All Homes",2014-09-01,23.8,-74.0138541,40.7038704
10004,"New York","All Homes",2014-10-01,23.33,-74.0138541,40.7038704
10004,"New York","All Homes",2014-11-01,23.26,-74.0138541,40.7038704
10004,"New York","All Homes",2014-12-01,23.4,-74.0138541,40.7038704
10004,"New York","All Homes",2015-01-01,23.5,-74.0138541,40.7038704
10004,"New York","All Homes",2015-02-01,24.12,-74.0138541,40.7038704
10004,"New York","All Homes",2015-03-01,24.33,-74.0138541,40.7038704
10004,"New York","All Homes",2015-04-01,24.15,-74.0138541,40.7038704
10004,"New York","All Homes",2015-05-01,23.93,-74.0138541,40.7038704
10004,"New York","All Homes",2015-06-01,23.93,-74.0138541,40.7038704
10004,"New York","All Homes",2015-07-01,23.74,-74.0138541,40.7038704
10004,"New York","All Homes",2015-08-01,23.86,-74.0138541,40.7038704
10004,"New York","All Homes",2015-09-01,23.39,-74.0138541,40.7038704
10004,"New York","All Homes",2015-10-01,23.22,-74.0138541,40.7038704
10004,"New York","All Homes",2015-11-01,23.07,-74.0138541,40.7038704
10004,"New York","All Homes",2015-12-01,22,-74.0138541,40.7038704
10004,"New York","All Homes",2016-01-01,22.11,-74.0138541,40.7038704
10004,"New York","All Homes",2016-02-01,21.9,-74.0138541,40.7038704
10004,"New York","All Homes",2016-03-01,22.54,-74.0138541,40.7038704
10004,"New York","All Homes",2016-04-01,22.59,-74.0138541,40.7038704
10004,"New York","All Homes",2016-05-01,22.52,-74.0138541,40.7038704
10004,"New York","All Homes",2016-06-01,22.89,-74.0138541,40.7038704
10004,"New York","All Homes",2016-07-01,23.41,-74.0138541,40.7038704
10004,"New York","All Homes",2016-08-01,23.96,-74.0138541,40.7038704
10004,"New York","All Homes",2016-09-01,24.33,-74.0138541,40.7038704
10004,"New York","All Homes",2016-10-01,24.05,-74.0138541,40.7038704
10004,"New York","All Homes",2016-11-01,24.42,-74.0138541,40.7038704
10004,"New York","All Homes",2016-12-01,24.57,-74.0138541,40.7038704
10004,"New York","All Homes",2017-01-01,24.42,-74.0138541,40.7038704
10004,"New York","All Homes",2017-02-01,24.29,-74.0138541,40.7038704
10005,"New York","All Homes",2010-10-01,19.57,-74.0072436,40.6998433
10005,"New York","All Homes",2010-11-01,19.34,-74.0072436,40.6998433
10005,"New York","All Homes",2010-12-01,19.28,-74.0072436,40.6998433
10005,"New York","All Homes",2011-01-01,19.25,-74.0072436,40.6998433
10005,"New York","All Homes",2011-02-01,19.61,-74.0072436,40.6998433
10005,"New York","All Homes",2011-03-01,19.97,-74.0072436,40.6998433
10005,"New York","All Homes",2011-04-01,19.95,-74.0072436,40.6998433
10005,"New York","All Homes",2011-05-01,20.01,-74.0072436,40.6998433
10005,"New York","All Homes",2011-06-01,19.58,-74.0072436,40.6998433
10005,"New York","All Homes",2011-07-01,19.38,-74.0072436,40.6998433
10005,"New York","All Homes",2011-08-01,19.61,-74.0072436,40.6998433
10005,"New York","All Homes",2011-09-01,19.39,-74.0072436,40.6998433
10005,"New York","All Homes",2011-10-01,19.25,-74.0072436,40.6998433
10005,"New York","All Homes",2011-11-01,18.99,-74.0072436,40.6998433
10005,"New York","All Homes",2011-12-01,18.4,-74.0072436,40.6998433
10005,"New York","All Homes",2012-01-01,19.05,-74.0072436,40.6998433
10005,"New York","All Homes",2012-02-01,18.8,-74.0072436,40.6998433
10005,"New York","All Homes",2012-03-01,18.96,-74.0072436,40.6998433
10005,"New York","All Homes",2012-04-01,18.99,-74.0072436,40.6998433
10005,"New York","All Homes",2012-05-01,19.09,-74.0072436,40.6998433
10005,"New York","All Homes",2012-06-01,19.42,-74.0072436,40.6998433
10005,"New York","All Homes",2012-07-01,19.1,-74.0072436,40.6998433
10005,"New York","All Homes",2012-08-01,18.63,-74.0072436,40.6998433
10005,"New York","All Homes",2012-09-01,18.92,-74.0072436,40.6998433
10005,"New York","All Homes",2012-10-01,18.51,-74.0072436,40.6998433
10005,"New York","All Homes",2012-11-01,18.39,-74.0072436,40.6998433
10005,"New York","All Homes",2012-12-01,18.63,-74.0072436,40.6998433
10005,"New York","All Homes",2013-01-01,19.75,-74.0072436,40.6998433
10005,"New York","All Homes",2013-02-01,19.6,-74.0072436,40.6998433
10005,"New York","All Homes",2013-03-01,19.79,-74.0072436,40.6998433
10005,"New York","All Homes",2013-04-01,20.05,-74.0072436,40.6998433
10005,"New York","All Homes",2013-05-01,19.82,-74.0072436,40.6998433
10005,"New York","All Homes",2013-06-01,19.37,-74.0072436,40.6998433
10005,"New York","All Homes",2013-07-01,19.7,-74.0072436,40.6998433
10005,"New York","All Homes",2013-08-01,20.29,-74.0072436,40.6998433
10005,"New York","All Homes",2013-09-01,20.3,-74.0072436,40.6998433
10005,"New York","All Homes",2013-10-01,21.11,-74.0072436,40.6998433
10005,"New York","All Homes",2013-11-01,21.06,-74.0072436,40.6998433
10005,"New York","All Homes",2013-12-01,20.79,-74.0072436,40.6998433
10005,"New York","All Homes",2014-01-01,21.2,-74.0072436,40.6998433
10005,"New York","All Homes",2014-02-01,20.85,-74.0072436,40.6998433
10005,"New York","All Homes",2014-03-01,20.88,-74.0072436,40.6998433
10005,"New York","All Homes",2014-04-01,22.05,-74.0072436,40.6998433
10005,"New York","All Homes",2014-05-01,23.52,-74.0072436,40.6998433
10005,"New York","All Homes",2014-06-01,22.98,-74.0072436,40.6998433
10005,"New York","All Homes",2014-07-01,23.27,-74.0072436,40.6998433
10005,"New York","All Homes",2014-08-01,22.92,-74.0072436,40.6998433
10005,"New York","All Homes",2014-09-01,23.48,-74.0072436,40.6998433
10005,"New York","All Homes",2014-10-01,23.17,-74.0072436,40.6998433
10005,"New York","All Homes",2014-11-01,23.19,-74.0072436,40.6998433
10005,"New York","All Homes",2014-12-01,23.71,-74.0072436,40.6998433
10005,"New York","All Homes",2015-01-01,23.86,-74.0072436,40.6998433
10005,"New York","All Homes",2015-02-01,23.9,-74.0072436,40.6998433
10005,"New York","All Homes",2015-03-01,23.95,-74.0072436,40.6998433
10005,"New York","All Homes",2015-04-01,23.74,-74.0072436,40.6998433
10005,"New York","All Homes",2015-05-01,23.58,-74.0072436,40.6998433
10005,"New York","All Homes",2015-06-01,23.88,-74.0072436,40.6998433
10005,"New York","All Homes",2015-07-01,23.84,-74.0072436,40.6998433
10005,"New York","All Homes",2015-08-01,23.67,-74.0072436,40.6998433
10005,"New York","All Homes",2015-09-01,23.45,-74.0072436,40.6998433
10005,"New York","All Homes",2015-10-01,23.2,-74.0072436,40.6998433
10005,"New York","All Homes",2015-11-01,22.82,-74.0072436,40.6998433
10005,"New York","All Homes",2015-12-01,21.65,-74.0072436,40.6998433
10005,"New York","All Homes",2016-01-01,22.05,-74.0072436,40.6998433
10005,"New York","All Homes",2016-02-01,21.42,-74.0072436,40.6998433
10005,"New York","All Homes",2016-03-01,22.37,-74.0072436,40.6998433
10005,"New York","All Homes",2016-04-01,22.05,-74.0072436,40.6998433
10005,"New York","All Homes",2016-05-01,21.69,-74.0072436,40.6998433
10005,"New York","All Homes",2016-06-01,22.18,-74.0072436,40.6998433
10005,"New York","All Homes",2016-07-01,22.84,-74.0072436,40.6998433
10005,"New York","All Homes",2016-08-01,23.21,-74.0072436,40.6998433
10005,"New York","All Homes",2016-09-01,23.39,-74.0072436,40.6998433
10005,"New York","All Homes",2016-10-01,23.25,-74.0072436,40.6998433
10005,"New York","All Homes",2016-11-01,23.45,-74.0072436,40.6998433
