"RegionName","HousingType","Time","Value"
"Seattle","All Homes",2006-09-01,321
"New York","All Homes",2006-10-01,388
"Los Angeles","All Homes",2006-10-01,420
"San Francisco","All Homes",2006-10-01,623
"Seattle","All Homes",2006-10-01,324
"New York","All Homes",2006-11-01,390
"Los Angeles","All Homes",2006-11-01,420
"San Francisco","All Homes",2006-11-01,621
"Seattle","All Homes",2006-11-01,326
"New York","All Homes",2006-12-01,388
"Los Angeles","All Homes",2006-12-01,419
"San Francisco","All Homes",2006-12-01,619
"Seattle","All Homes",2006-12-01,328
"New York","All Homes",2007-01-01,386
"Los Angeles","All Homes",2007-01-01,418
"San Francisco","All Homes",2007-01-01,619
"Seattle","All Homes",2007-01-01,330
"New York","All Homes",2007-02-01,385
"Los Angeles","All Homes",2007-02-01,418
"San Francisco","All Homes",2007-02-01,622
"Seattle","All Homes",2007-02-01,333
"New York","All Homes",2007-03-01,385
"Los Angeles","All Homes",2007-03-01,418
"San Francisco","All Homes",2007-03-01,627
"Seattle","All Homes",2007-03-01,335
"New York","All Homes",2007-04-01,385
"Los Angeles","All Homes",2007-04-01,417
"San Francisco","All Homes",2007-04-01,632
"Seattle","All Homes",2007-04-01,336
"New York","All Homes",2007-05-01,383
"Los Angeles","All Homes",2007-05-01,416
"San Francisco","All Homes",2007-05-01,637
"Seattle","All Homes",2007-05-01,337
"New York","All Homes",2007-06-01,380
"Los Angeles","All Homes",2007-06-01,413
"San Francisco","All Homes",2007-06-01,642
"Seattle","All Homes",2007-06-01,338
"New York","All Homes",2007-07-01,378
"Los Angeles","All Homes",2007-07-01,410
"San Francisco","All Homes",2007-07-01,647
"Seattle","All Homes",2007-07-01,340
"New York","All Homes",2007-08-01,378
"Los Angeles","All Homes",2007-08-01,408
"San Francisco","All Homes",2007-08-01,651
"Seattle","All Homes",2007-08-01,341
"New York","All Homes",2007-09-01,378
"Los Angeles","All Homes",2007-09-01,405
"San Francisco","All Homes",2007-09-01,653
"Seattle","All Homes",2007-09-01,340
"New York","All Homes",2007-10-01,379
"Los Angeles","All Homes",2007-10-01,402
"San Francisco","All Homes",2007-10-01,652
"Seattle","All Homes",2007-10-01,340
"New York","All Homes",2007-11-01,380
"Los Angeles","All Homes",2007-11-01,398
"San Francisco","All Homes",2007-11-01,650
"Seattle","All Homes",2007-11-01,340
"New York","All Homes",2007-12-01,379
"Los Angeles","All Homes",2007-12-01,393
"San Francisco","All Homes",2007-12-01,645
"Seattle","All Homes",2007-12-01,338
"New York","All Homes",2008-01-01,377
"Los Angeles","All Homes",2008-01-01,387
"San Francisco","All Homes",2008-01-01,640
"Seattle","All Homes",2008-01-01,337
"New York","All Homes",2008-02-01,376
"Los Angeles","All Homes",2008-02-01,380
"San Francisco","All Homes",2008-02-01,634
"Seattle","All Homes",2008-02-01,334
"New York","All Homes",2008-03-01,376
"Los Angeles","All Homes",2008-03-01,374
"San Francisco","All Homes",2008-03-01,628
"Seattle","All Homes",2008-03-01,332
"New York","All Homes",2008-04-01,376
"Los Angeles","All Homes",2008-04-01,365
"San Francisco","All Homes",2008-04-01,622
"Seattle","All Homes",2008-04-01,329
"New York","All Homes",2008-05-01,376
"Los Angeles","All Homes",2008-05-01,356
"San Francisco","All Homes",2008-05-01,617
"Seattle","All Homes",2008-05-01,326
"New York","All Homes",2008-06-01,374
"Los Angeles","All Homes",2008-06-01,347
"San Francisco","All Homes",2008-06-01,610
"Seattle","All Homes",2008-06-01,324
"New York","All Homes",2008-07-01,372
"Los Angeles","All Homes",2008-07-01,338
"San Francisco","All Homes",2008-07-01,602
"Seattle","All Homes",2008-07-01,322
"New York","All Homes",2008-08-01,370
"Los Angeles","All Homes",2008-08-01,329
"San Francisco","All Homes",2008-08-01,595
"Seattle","All Homes",2008-08-01,320
"New York","All Homes",2008-09-01,367
"Los Angeles","All Homes",2008-09-01,321
"San Francisco","All Homes",2008-09-01,588
"Seattle","All Homes",2008-09-01,317
"New York","All Homes",2008-10-01,364
"Los Angeles","All Homes",2008-10-01,315
"San Francisco","All Homes",2008-10-01,584
"Seattle","All Homes",2008-10-01,314
"New York","All Homes",2008-11-01,360
"Los Angeles","All Homes",2008-11-01,308
"San Francisco","All Homes",2008-11-01,584
"Seattle","All Homes",2008-11-01,310
"New York","All Homes",2008-12-01,358
"Los Angeles","All Homes",2008-12-01,302
"San Francisco","All Homes",2008-12-01,581
"Seattle","All Homes",2008-12-01,307
"New York","All Homes",2009-01-01,357
"Los Angeles","All Homes",2009-01-01,297
"San Francisco","All Homes",2009-01-01,572
"Seattle","All Homes",2009-01-01,305
"New York","All Homes",2009-02-01,356
"Los Angeles","All Homes",2009-02-01,292
"San Francisco","All Homes",2009-02-01,563
"Seattle","All Homes",2009-02-01,301
"New York","All Homes",2009-03-01,354
"Los Angeles","All Homes",2009-03-01,288
"San Francisco","All Homes",2009-03-01,557
"Seattle","All Homes",2009-03-01,296
"New York","All Homes",2009-04-01,352
"Los Angeles","All Homes",2009-04-01,284
"San Francisco","All Homes",2009-04-01,549
"Seattle","All Homes",2009-04-01,292
"New York","All Homes",2009-05-01,351
"Los Angeles","All Homes",2009-05-01,280
"San Francisco","All Homes",2009-05-01,542
"Seattle","All Homes",2009-05-01,288
"New York","All Homes",2009-06-01,350
"Los Angeles","All Homes",2009-06-01,276
"San Francisco","All Homes",2009-06-01,537
"Seattle","All Homes",2009-06-01,286
"New York","All Homes",2009-07-01,348
"Los Angeles","All Homes",2009-07-01,273
"San Francisco","All Homes",2009-07-01,534
"Seattle","All Homes",2009-07-01,284
"New York","All Homes",2009-08-01,349
"Los Angeles","All Homes",2009-08-01,272
"San Francisco","All Homes",2009-08-01,533
"Seattle","All Homes",2009-08-01,283
"New York","All Homes",2009-09-01,349
"Los Angeles","All Homes",2009-09-01,271
"San Francisco","All Homes",2009-09-01,531
"Seattle","All Homes",2009-09-01,282
"New York","All Homes",2009-10-01,349
"Los Angeles","All Homes",2009-10-01,271
"San Francisco","All Homes",2009-10-01,529
"Seattle","All Homes",2009-10-01,282
"New York","All Homes",2009-11-01,351
"Los Angeles","All Homes",2009-11-01,270
"San Francisco","All Homes",2009-11-01,527
"Seattle","All Homes",2009-11-01,282
"New York","All Homes",2009-12-01,354
"Los Angeles","All Homes",2009-12-01,273
"San Francisco","All Homes",2009-12-01,537
"Seattle","All Homes",2009-12-01,282
"New York","All Homes",2010-01-01,357
"Los Angeles","All Homes",2010-01-01,281
"San Francisco","All Homes",2010-01-01,553
"Seattle","All Homes",2010-01-01,280
"New York","All Homes",2010-02-01,358
"Los Angeles","All Homes",2010-02-01,284
"San Francisco","All Homes",2010-02-01,562
"Seattle","All Homes",2010-02-01,279
"New York","All Homes",2010-03-01,359
"Los Angeles","All Homes",2010-03-01,282
"San Francisco","All Homes",2010-03-01,560
"Seattle","All Homes",2010-03-01,279
"New York","All Homes",2010-04-01,360
"Los Angeles","All Homes",2010-04-01,282
"San Francisco","All Homes",2010-04-01,556
"Seattle","All Homes",2010-04-01,278
"New York","All Homes",2010-05-01,361
"Los Angeles","All Homes",2010-05-01,281
"San Francisco","All Homes",2010-05-01,551
"Seattle","All Homes",2010-05-01,277
"New York","All Homes",2010-06-01,361
