RegionName,State,Metro,CountyName,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Elmont,NY,New York,Nassau,349000,349999.5,349990,349000,349999,359000,350000,355000,359000,359000,359000,369000,359000,349921,349999,360000,359999.5,365000,367500,369000,369000,369999,372494.5,375000,369900,369949.5,369900,374990,380000,389750,389000,399000,389000,399000,399000,402999,415000,424000,428000,412500,399000
Rowlett,TX,Dallas-Fort Worth,Dallas,195000,196000,211950,205950,212747.5,215635,209950,207445,214900,214900,214900,211000,214000,219950,224900,249900,244000,240000,232400,229900,229000,229000,235995,242500,239000,266495,250000,239900,225000,229900,235000,249900,250085,259888,254950,262600,249750,254950,255000,262000,249990
Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,250000,259900,264000,263500,260990,265000,259900,230000,261445,269900,269900,269900,269000,269949.5,279000,286137.5,279000,275000,289250,297990,291990,299900,299900,299900,299900,299000,279000,279900,290000,294900,305000,305990,309500,314900,314777.5,315000,319990,324500,329900,333945,329900
Merrillville,IN,Chicago,Lake,114900,115650,118000,114900,117250,117713.5,121500,121500,122500,119945,119900,118000,114999,111950,116150,112500,114700,119900,114900,119500,119000,118000,118900,124900,124900,124450,119999,119999.5,119900,124900,124999.5,115950,119900,121450,124900,124900,125000,120500,124900,121950,125000
Streamwood,IL,Chicago,Cook,150000,150000,144900,141500,151700,154900,159000,162150,165000,161250,159900,159950,158500,159900,159000,159900,159900,160000,169900,165000,169900,169900,174500,169900,169900,169900,169900,169900,171250,175000,179900,189000,189450,189900,189900,189900,189900,189900,190000,194900,195000
Port Huron Township,MI,Detroit,Saint Clair,61750,59900,59900,59900,59900,60450,68900,73900,68900,69900,71500,69950,69900,68450,69900,69900,72450,74900,79700,79900,84450,83900,79900,79900,79900,75950,79900,79900,82000,85900,99000,95000,88000,89900,89900,93000,89999,88500,89900,84900,90000
Ankeny,IA,Des Moines,Polk,199950,209900,213900,215900,214950,219900,220000,225000,236450,239000,236900,232350,224950,219000,229000,239900,232900,229900,225000,222900,231000,235000,235000,234950,239000,230000,244900,248000,248000,249900,249900,250000,253900,251900,255700,257950,266450,269581,268950,268104.5,268800
Franklin Township,NJ,New York,Somerset,324900,298900,285000,291250,307500,315000,330000,349000,339000,339000,350000,349450,339999,334450,312500,299000,324900,329450,338500,335000,349450,315000,299900,299900,299000,307450,312450,317450,315000,316900,318250,330000,335000,335000,337000,339900,351250,342900,349949.5,346249.5,347749.5
Fort Pierce,FL,Port St. Lucie,Saint Lucie,99900,106458,1.00E+05,109900,117000,118950,119900,129900,129900,127900,127900,132000,134900,149000,144900,140000,139950,148000,139900,134700,139900,139900,138300,141925,153900,155000,159900,150000,150950,157700,161450,169900,169900,170000,180000,188000,189900,195000,189900,189899,189900
Palestine,TX,Palestine,Anderson,114900,121500,112999,114500,122250,122200,127000,134900,129500,130000,137000,139750,139000,134875,125000,125000,129900,135000,137675,145900,130000,129700,130000,130000,130000,130000,125000,139000,134000,132500,139000,124900,125000,124900,121250,123750,145000,143438,137000,125000,115000
Bountiful,UT,Ogden,Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,274950,299000,299450,319450,312250,299999,319900,332450,359999,349000,327350,316000,310000,319400
Wooster,OH,Wooster,Wayne,134500,134500,134250,137700,131200,134900,129700,129900,129900,134900,134900,129900,129900,130000,129900,129900,134000,139900,144900,139000,143950,139000,137000,140499.5,147000,139900,139000,144000,137450,144450,149900,154900,149500,159000,159750,157400,144200,144900,149500,145000,149900
Georgetown,KY,Lexington,Scott,169900,171900,169700,169900,174900,188355,189900,185768.5,189900,186370,179999,184950,179900,175925,179900,179900,179900,180000,189500,194900,195000,198699,199633,194900,194900,193199,193924.5,195120,197900,194900,194900,194500,195450,196900,190591.5,192900,194900,199900,209540,214500,212845
Hillsborough,NJ,New York,Somerset,,,4.00E+05,360000,367500,382450,389937,379900,389000,380000,349950,378000,374900,362450,364950,350000,350000,344450,354499.5,374900,362000,381950,384900,390000,366950,359900,364000,384900,389900,424950,423950,399000,409900,405000,399000,350000,379000,349900,349900,405000,390000
Teaneck,NJ,New York,Bergen,360000,349000,349000,359000,359900,369450,375000,369450,372350,364000,359900,359900,365000,369123,369123,369511.5,379450,379000,379900,380000,380000,375000,374900,372450,369900,369900,369250,369900,369900,374450,374900,374000,379900,379900,381000,379000,379900,379900,375500,379000,399000
Towson,MD,Baltimore,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,359900,364995,360000,329900,327000,325000,317450,299000,289000,329750,359900
Cutler Bay,FL,Miami-Fort Lauderdale,Miami-Dade,187000,189400,189000,194900,185000,194945,195000,197500,198500,199000,202170,206990,207990,210000,219000,229900,236700,230900,224900,229900,239900,235388.5,224000,235000,245000,248200,245000,239000,235000,249900,255000,250000,259450,265000,270000,264950,269450,265000,272000,271500,273000
Kalispell,MT,Kalispell,Flathead,249900,249900,249900,247250,245000,259000,259000,259000,259900,259450,259000,259000,259450,265000,264750,259000,258000,264500,279000,280750,299000,295000,294750,285000,289500,293850,289900,295000,286000,293000,299900,3.00E+05,293700,289900,295000,289950,294750,299500,319700,314900,310000
Brighton,MI,Detroit,Livingston,249900,249450,265000,240000,230000,239900,259900,269450,274000,275000,275000,275000,274950,265000,259900,270000,289900,295000,292400,284949.5,289000,285000,282450,277000,289900,289900,287500,289000,302450,305000,299900,298750,299000,293450,317950,314950,308500,311900,299950,303627.5,3.00E+05
Bartlesville,OK,Bartlesville,Washington,139900,132000,125000,129750,131300,138900,135850,135000,134900,130000,132500,133950,139000,137700,138825,138250,138250,137000,138500,138250,132500,133750,133500,129900,131000,134400,128450,127950,129500,123750,127700,129900,129900,129900,129900,129900,127900,119900,122000,125000,127400
Manassas,VA,Washington,Prince William,320990,311275,324900,325000,332450,330517.5,344900,349388.5,339949.5,329975,329950,335000,339450,339999,335500,334990,339000,349700,345000,335000,323000,330995,334945,334950,329999.5,330042,344900,344900,349990,354900,359900,355420,349900,350000,355000,355210,359000,353697.5,369261,369900,370000
Nicholasville,KY,Lexington,Jessamine,139900,139900,139900,139900,148950,153450,158750,150000,156450,155000,155000,155000,155450,151450,155000,166900,149900,150000,149949.5,149949.5,153750,150450,152900,152900,154900,152000,149900,153750,155000,165000,169900,177900,174950,174900,179899,179950,184900,176000,175000,181696.5,185000
Bothell,WA,Seattle,Snohomish,389950,399950,409950,417900,417950,434900,435000,439000,435000,435000,438975,449975,449000,410000,440000,446950,448950,459950,462925,462655,463680,478500,480000,477975,470000,474995,489950,499444,497000,498805,493950,497495,499997.5,499995,499990,524950,549995.5,549998,575000,595000,599950
Manheim Township,PA,Lancaster,Lancaster,279900,274900,262500,303067.5,307235,313592.5,299700,275000,275000,269900,259900,272450,289900,3.00E+05,299000,303700,306640,309900,299950,311394,310460.5,305916,325703,324900,319161,324081.5,323263,329990,330719,326034,329167,336506,325878,329900,329900,336828,332707,329900,329900,316429,316348
Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,375000,379000,398000,399000,399000,395000,379999.5,389450,369000,364483,359000,345000,349000,359900,394000,374900,395000,385000,389900,389000,370000,369000,374900,385000,399000,399000,4.00E+05,425000,426932.5,410000,405000,410000,410000,425000,431450,438695,439000,430000,434999,439900,449000
Owasso,OK,Tulsa,Tulsa,179850,183250,184000,183817,184000,178000,192750,196900,196000,195400,194100,188750,178000,183162,190100,194750,188695,193000,189900,187000,186000,184000,184950,183000,182400,187475,194450,198000,199999,199999,210000,210000,207400,205000,210000,214900,214924,219900,219900,219900,215855.5
West Babylon,NY,New York,Suffolk,309900,305000,307000,299900,309000,309000,316900,318500,315000,305000,309950,324500,319838.5,309995,309450,3.00E+05,309450,309900,315000,324990,319000,317000,316000,316000,309900,299495,299999,317000,319495,324900,324950,329900,325000,329000,339000,339000,329000,329000,329999,319999,325000
Winter Springs,FL,Orlando,Seminole,189000,195000,195000,199900,226500,234999,225495,227445,233572.5,229900,239450,239000,225000,219000,224900,227000,225000,224000,224900,229200,229900,232500,235000,246100,236950,232900,237500,237500,252450,259900,249945,260000,264900,255000,264900,265000,255000,257500,249450,274900,275000
Thomasville,NC,Winston-Salem,Davidson,104990,109700,106900,108500,106950,112000,114900,114900,114420,115950,114900,114900,113400,109500,107000,107000,107970,104900,102950,99650,91780,105000,109900,109900,123900,117950,114900,114900,116900,129000,128500,121370,115900,116900,114900,116900,119900,115000,122500,120000,117900
Los Banos,CA,Merced,Merced,,,,220000,229900,227000,229950,235000,235000,244900,238500,239000,235000,239000,245000,249900,249000,250000,249900,250000,259900,265000,249925,257400,260500,262700,280750,259900,255000,252500,250000,250000,265000,266500,274999.5,280000,285000,289950,295000,317950,295000
Littleton,CO,Denver,Arapahoe,285000,285000,298500,336250,349900,334900,320000,320000,337450,341000,379000,379000,385000,384900,399949.5,398250,382000,405000,389900,374949.5,384999,389950,389000,365000,359990,402950,417000,389950,388000,384500,385000,4.00E+05,399750,381200,398944,399900,399999.5,419450,425000,432000,425000
Riverton,UT,Salt Lake City,Salt Lake,299950,292500,299000,289900,291500,289900,304900,317900,319711,319855.5,329950,318800,307185,318800,326950,339900,336500,338450,338900,329900,328900,329900,320000,316500,316000,314000,320000,312255.5,330000,314500,321774,350000,350000,350000,339900,337304.5,339000,350000,339900,350000,356400
Olympia,WA,Olympia,Thurston,239900,237000,236950,239900,244950,244450,243450,239950,239950,245000,249900,249450,244950,245000,249725,249000,249950,259950,264950,259950,257000,259900,260000,259900,259975,264950,264700,259000,264900,269250,275000,279900,285000,279950,279000,274925,269900,269500,267000,277450,286950
Beaumont,CA,Riverside,Riverside,255000,264900,269225,264995.5,267550,268750,270545,276477.5,279975,279900,282990,275000,270000,270940,274900,275582.5,284840,285410,284950,285000,285000,288750,291495,295990,295000,299949.5,299900,293000,299000,299945,3.00E+05,305000,308000,307437.5,304875,307475,309450,314900,314600,310000,316757
Elizabeth City,NC,Elizabeth City,Pasquotank,149995,150000,150000,149900,157000,154600,150000,149900,149700,147750,149000,140000,139950,139000,148000,148900,149400,159950,154000,150000,148000,145000,148000,149000,150000,149900,158500,169900,175000,174900,175000,177700,175000,165900,159900,154950,150000,155000,165000,168450,169500
Amherst,MA,Springfield,Hampshire,297200,294500,289000,294000,299400,317000,309900,319900,319900,307500,329900,319900,307450,319900,319900,329900,329900,315950,319450,299900,299900,299900,279900,289900,274950,259900,269450,279000,305000,324900,329900,335000,308500,306750,314900,325000,309950,339000,329450,329450,334950
Winder,GA,Atlanta,Barrow,125000,124900,124900,120000,129900,133900,133900,134900,138900,137500,139900,139000,135000,139950,135000,139925,139000,139900,141450,144900,142500,149900,154900,150900,154900,154900,154450,154450,154445,155000,160000,160000,164000,159900,158450,157500,159900,159900,161900,164400,165900
Rock Island,IL,Davenport,Rock Island,84900,83500,81500,89450,89900,89900,91800,94900,91500,90000,89450,87000,87000,87249.5,86499.5,85000,83000,89900,87500,89700,89900,84900,87250,87000,88200,84900,85000,79900,79900,83900,89900,89900,92500,89900,89994.5,91000,89900,88750,88500,85000,88200
Lincoln Park,MI,Detroit,Wayne,41630,44900,45000,49250,49900,49950,52900,52000,49949.5,49900,49949.5,49900,49700,49900,50715,55000,55000,59500,59500,60800,59999,59900,57500,54999,57900,55000,54949.5,55000,57500,59900,62600,64900,65000,64700,62500,64950,68500,64900,60000,64900,65404.5
Chester Township,PA,Philadelphia,Delaware,59900,56000,55000,54900,54900,52900,54900,55000,54900,52700,45900,42000,40000,42000,45000,49900,54900,50500,50000,50000,50000,53250,51000,51000,50000,49950,49950,47000,46200,46600,44950,47000,48000,49000,45000,49900,49900,49450,50000,51500,59900
Moorhead,MN,Fargo,Clay,159950,163289,164900,169900,175000,169900,179900,175450,168900,169900,175000,176400,169900,165000,169900,169900,182000,180000,181000,179900,179900,179900,185000,183900,179000,178450,195950,205000,204950,206900,205000,206900,215000,210000,199900,199000,199700,213672.5,214435.5,214700,209450
Middle River,MD,Baltimore,Baltimore,208500,208000,189900,199900,199000,219900,210000,215000,199900,195000,209000,189900,189900,207500,177500,184950,190000,199900,199974.5,217500,204500,216500,216000,212450,215000,209900,209900,189900,209900,209000,206950,209950,209950,198500,197200,197400,198200,172000,171720,179950,186164
Chesterfield,VA,Richmond,Chesterfield,276000,282995,269900,269900,274950,289925,299950,299700,3.00E+05,289900,287000,284375,279900,284990,285495,289925,298990,299990,3.00E+05,304995,295000,301990,303970,301970,305000,312950,299900,285950,309945,312970,319000,319950,315950,313950,319945,317990,319990,329450,325950,330475,329450
Hicksville,NY,New York,Nassau,382500,389000,399000,399000,417000,417000,415000,399999.5,399945,399000,399495,410000,424844,429000,419000,424000,429000,439000,449000,449000,439000,429444,435000,428900,430000,429000,439000,443899.5,448888,449000,459000,459499.5,459000,459450,459000,469000,469000,469000,459000,476999.5,479000
Gonzales,LA,Baton Rouge,Ascension,171200,172500,173500,174500,170000,179900,179900,184900,179900,192000,197900,199900,207200,199700,198400,205000,2.00E+05,198400,196900,198200,198400,195900,199500,199900,211500,212900,214750,227000,217900,208000,205000,205000,215700,209950,216694.5,221450,214750,207500,207236.5,209500,219638.5
Los Lunas,NM,Albuquerque,Valencia,129900,132900,138517.5,135000,144900,142500,150000,159900,155000,155000,158250,159000,154500,149900,149900,149000,149900,155000,155000,155000,159900,159900,159925,162449.5,159950,159900,154900,156375,159900,159900,157900,153200,153900,155000,154950,159000,150000,149900,150000,149000,149000
Carol Stream,IL,Chicago,Du Page,190000,182500,178200,192200,190000,217250,238500,239900,229900,235000,239899,229000,219900,209900,213000,213500,219900,225000,231950,231900,230000,228250,224000,223750,217450,214900,215000,219950,229000,234000,237436,239900,245000,239450,229900,249950,249500,245000,243000,249900,251900
District Heights,MD,Washington,Prince Georges,141000,150000,150000,145000,149000,150000,155000,160000,165000,168000,168000,165000,150000,144000,155000,161000,160000,155000,159900,163700,159900,160000,165000,169950,177500,179410,169900,179000,180000,174900,169999,180000,189900,180000,204900,215000,224500,215000,225450,220000,219999
Euclid,OH,Cleveland,Cuyahoga,51000,53250,49900,50000,49900,51500,55650,59900,58900,57900,59900,57900,55000,54900,55000,54900,59000,59000,59900,57900,55000,55900,57500,55000,55900,55000,54900,59900,64000,65700,68900,69900,65700,68000,69000,64900,69900,69900,69900,69999,65000
Perinton,NY,Rochester,Monroe,189900,197250,196000,189900,189950,192400,199900,198900,199900,183450,189900,189900,189900,185700,199999,209900,209900,199900,199900,204900,199950,198700,199900,196900,199200,199900,222450,219900,209900,228500,244950,242500,219900,214900,215000,205950,209900,2.00E+05,214900,225000,225000
Brookhaven,GA,Atlanta,Dekalb,399700,392000,385000,399900,420000,429500,424900,429000,419900,429900,437975,425000,424500,439000,425000,425000,429900,450000,470000,470000,470000,450000,464450,489900,499900,549900,581000,562000,542222.5,550000,550000,539950,542500,535000,539000,545000,539000,530000,524350,521850,525000
Kankakee,IL,Kankakee,Kankakee,75000,73000,76700,72900,72500,69900,79500,79975,82000,82500,79950,79900,79900,75000,75950,74950,72000,73750,74900,73500,73500,78816,75250,75000,79250,78900,78950,73500,78900,75000,79400,74900,74900,69900,69450,69450,61500,63000,64400,59950,69900
Hallandale,FL,Miami-Fort Lauderdale,Broward,250000,249900,239900,229900,229900,229000,231000,230000,229000,230000,230000,229900,231900,240000,239000,240000,235000,229000,230000,229900,239900,249900,250000,250950,265000,259900,268000,258900,255000,264999,264999.5,271750,275000,272000,270000,280000,289900,289450,283999,279900,280000
Bonney Lake,WA,Seattle,Pierce,299900,297817.5,294900,3.00E+05,299900,299990,308900,314900,319400,324925,326945,319900,304990,283900,307990,315000,320000,319500,324950,324950,335250,338990,340990,340490,339950,339925,334999,325000,339500,349950,349995,351642.5,352480,353435,352140,353585,359921,359975,363485,372900,389990
Burlington,NC,Burlington,Alamance,108950,109450,108000,108000,110450,115000,112950,110000,112750,115000,113000,109000,109900,109000,110000,114750,115000,115000,115000,115000,114999.5,125000,129750,128500,119950,125950,125000,108500,114900,122000,122000,115000,117750,124400,127500,130000,129900,128950,128000,131490,132200
London,KY,London,Laurel,145000,147000,147500,152000,159450,154500,153500,153500,154900,159900,154900,153500,149900,144950,139900,139900,138900,139900,144810,144900,149900,157500,149900,153000,159900,159900,169900,157900,149900,148400,149000,149500,149949.5,156300,149900,148750,149900,149000,143950,149900,149500
Great Neck,NY,New York,Nassau,,,,,,,,,,,,,,,,,,,,,985000,949000,998000,995000,959000,935000,899000,845000,850000,928000,999000,988000,1098000,1098000,1080000,1088000,1150000,1088000,1088000,998000,1144500
Ramona,CA,San Diego,San Diego,399850,399900,399000,414400,419000,429800,424900,445000,445000,439250,449900,449900,448900,440340,439900,459350,465000,456000,457500,459900,489000,499950,499000,494500,499000,499800,504000,512000,519000,499000,508750,509000,509000,499000,515400,529900,529600,524950,525800,529000,525000
Harvey,LA,New Orleans,Jefferson,147250,134900,130000,129900,129900,131250,132500,133000,124950,129900,128500,124999.5,127900,129900,135000,131950,135000,134400,135000,135000,134950,135000,135000,135000,135000,135000,132000,126400,125000,135000,134900,136450,133000,129950,130000,135000,134000,139950,135000,130947.5,129900
Addison,IL,Chicago,Du Page,212900,199900,195000,188900,199900,219900,219950,216400,224000,225000,229700,234775,235000,229900,229450,235000,230000,229250,223750,229250,229900,236449.5,234000,229900,225000,227350,234500,249000,239000,239448,249250,245000,239900,239900,239900,249900,240000,244900,239000,244900,249900
Naples,FL,Naples,Collier,369000,378450,374900,374950,379900,389900,389900,399900,399900,398500,395000,409900,410000,411612.5,415000,420000,425000,409000,414900,420000,429000,449000,448104,447990,449900,456950,449900,454900,450000,449999,449000,449900,449000,448863,449000,449900,455000,458000,449900,449000,449000
Marlborough,MA,Boston,Middlesex,279900,279900,274450,279900,275000,280000,289900,289900,289900,299000,299949.5,307450,307497.5,299900,299900,297450,299900,299900,289900,313999.5,299900,299900,304700,299950,319900,320000,319900,319900,324900,329000,327000,324450,319000,319000,319900,330000,324449.5,329900,324900,327950,346950
Laurel,MS,Laurel,Jones,119000,123900,106000,107250,109900,109900,123700,122500,124900,115000,110000,110000,119000,115000,109000,109000,105000,99500,99700,99500,104500,99900,109250,96250,109700,109000,105000,102250,98500,91500,105500,112500,111550,114000,115000,109500,117000,115000,115000,115000,105000
Gallatin,TN,Nashville,Sumner,185000,189900,198245,194900,2.00E+05,214900,224900,219900,219900,215000,215000,230470,249900,254900,246400,242450,250000,269900,269950,274900,274900,289900,293642,318000,324900,319900,309990,299900,287745,287745,292000,294900,296990,3.00E+05,279675,289900,295900,299990,299000,306490,310000
Moses Lake,WA,Moses Lake,Grant,144950,148950,155000,150000,156901,158696,159900,160000,165000,164525,164525,167000,161594,169900,165000,169900,165000,169500,169990,175000,175000,169900,174000,173500,177450,169700,175707.5,175000,179000,179900,183750,179418,181875,181750,179995,175000,172000,175000,184800,187974.5,182978
Montclair,NJ,New York,Essex,423000,433500,499000,499974.5,523900,521950,579000,549000,519900,479000,505000,530000,530000,532499.5,532499.5,529000,530000,549000,549999.5,569000,572000,539000,529950,529950,495000,489000,487000,499900,532500,549900,631500,619000,599900,582000,599000,539000,5.00E+05,470000,489000,489000,549000
Wheeling,WV,Wheeling,Ohio,,,,,,,,,,,,,,,,,,,,,141900,152000,142500,155950,145000,134500,139000,139000,114000,127000,125000,138000,158900,154900,149950,125500,128000,129950,124900,125000,135500
Maplewood,MN,Minneapolis-St Paul,Ramsey,189900,189900,184900,174900,184900,199900,195900,199900,207000,199000,199900,205900,199700,199900,187200,194900,194900,209900,219388.5,209900,204900,204900,208000,199900,195000,189550,199900,217700,229900,224900,215000,215900,219900,217000,209900,207950,204900,217450,209900,217350,224900
Alamogordo,NM,Alamogordo,Otero,142000,140750,144950,149500,149500,149900,149900,149500,149500,149000,145500,148000,144900,145000,139900,145000,142750,139900,145250,145250,145000,139900,139900,139000,137500,139500,142000,143150,145500,149000,153000,154950,156450,158500,155500,155000,150000,149900,148950,149000,149500
Palmetto,FL,North Port-Sarasota-Bradenton,Manatee,169900,169000,167150,179900,179900,184400,174900,174200,183900,187500,189900,189800,189900,194985,199250,224900,215450,214995,217445,217745,222495,228500,224900,229000,229900,229900,229900,225000,225000,225000,219990,217990,224400,224945,227900,230625,230000,229460,229945,239900,239900
Xenia,OH,Dayton,Greene,,,,,,,,,,,,,,,,,142450,141950,144500,146900,138000,149945,144900,140000,140000,139900,144995,144900,149975,148900,149950,146945,146945,134900,129900,145000,134900,154950,159945,150000,139900
Walla Walla,WA,Walla Walla,Walla Walla,209497.5,199900,199403.5,189250,197520,194900,198950,199900,215000,216000,214618.5,214618.5,217000,209250,209500,209507.5,209000,219750,219950,225000,225000,229027.5,239900,239000,234813.5,234231.5,228495,224213,222500,244800,239000,241910,249000,246900,239000,239000,234500,229000,229000,231350,229350
Urbandale,IA,Des Moines,Polk,254900,259900,259900,266900,269900,284000,274900,255400,259900,255000,264950,262750,254900,249900,265000,276150,268500,267450,265000,264900,279450,250000,249900,278900,289900,294900,294900,303400,299900,304950,294900,278750,283900,274900,269900,279700,285000,288717.5,280000,290598,290000
Manitowoc,WI,Manitowoc,Manitowoc,98900,99900,99900,99900,101900,99000,97900,99900,99800,97900,97900,96900,99900,99150,99800,99900,99900,99900,101500,104700,104900,103380,104900,99900,99900,99900,99900,99900,102750,99900,99900,99800,98450,97000,98550,96500,94000,95200,94900,92900,96500
Austell,GA,Atlanta,Cobb,113000,110000,109900,110000,115000,115000,116250,116000,110000,119900,117900,115000,105000,99700,109900,118500,115000,114900,114900,116000,115000,120000,119900,125000,125000,124900,125000,120000,120000,125000,129450,145000,147700,145000,145000,148000,149900,143500,145400,154800,155000
Lancaster,TX,Dallas-Fort Worth,Dallas,148758,132450,126950,135000,125975,119950,125000,124950,119450,125000,124997.5,131450,143880,138950,139000,143990,139000,127950,127900,125000,124900,125900,135000,125950,125000,125450,125000,127000,130000,137700,137700,140000,136650,140000,144450,145000,145000,149900,141900,140000,145000
Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,137950,130000,130000,125000,123300,119900,124900,127900,129900,130000,134200,135000,140000,148000,140000,144950,140000,134900,140000,140000,146000,155000,154950,153000,175000,176130,160000,175000,180000,182500,178000,178000,178900,189000,186000,186144,178950,190000,205000,207000,218000
East Meadow,NY,New York,Nassau,415000,412745,404499.5,410000,429999,426500,429000,439990,439994.5,429900,439495,439990,425000,449000,439990,445000,459000,459000,459000,459900,459949.5,459949.5,459000,459000,459000,459000,459900,459000,459000,459000,462499.5,469000,469000,469499.5,472444,459000,468888,459990,462445,485000,468500
Chester,VA,Richmond,Chesterfield,228990,228990,224925,225000,219950,219950,227500,229000,225000,219950,219950,224000,224900,215999,219925,219925,224900,225985,229900,235000,234250,234950,237000,239450,235000,239770,243420,223500,244500,250000,250000,257500,274500,250000,252450,250000,249999.5,262720,254160,260000,276475
Lenoir,NC,Hickory,Caldwell,115000,119500,121250,119900,116999,119900,119400,117449.5,117900,114900,114900,116000,114900,114000,114900,114900,114900,114950,118900,114900,114900,124900,129900,129900,129900,125900,121000,120000,125000,129900,143950,139000,133250,124700,123750,127450,129900,124125,124900,118999,121200
Clinton,MD,Washington,Prince Georges,235000,242000,250000,249999,244925,247495,239900,235000,239450,239900,235000,232500,230000,230000,230000,229994,235850,239900,235000,229000,230000,240000,239947.5,249700,249900,249900,255000,255000,249900,262500,265450,272450,274990,270000,279900,284900,289000,285000,278900,269900,267700
Gaffney,SC,Gaffney,Cherokee,119450,122450,121000,125734.5,122200,120500,115000,113450,99900,99900,106450,107000,99900,1.00E+05,108450,119900,112450,112450,119000,123200,119000,104950,94700,98950,114000,99450,112500,119500,119900,119900,121900,119900,114900,107950,109500,119900,108500,99950,95000,102500,108750
Penfield,NY,Rochester,Monroe,217990,219990,214900,223495,225445,227490,231490,232745,229900,226950,234990,234900,214000,204900,219450,219900,229900,234990,229900,229900,219900,227200,210000,224700,239500,232400,229900,234900,222450,229950,229000,234900,229900,229900,221499.5,229900,224950,219749.5,208000,215000,224900
Mansfield,OH,Mansfield,Richland,69900,69900,69900,74900,76500,74700,77300,75900,69900,69000,68500,69000,68462.5,68462.5,67000,65400,65900,65900,64900,64900,69000,69900,65900,59900,59900,54000,55950,57250,59900,62500,61500,61500,62000,61900,61900,61950,59900,58200,64900,61160,69900
Seattle Hill-Silver Firs,WA,Seattle,Snohomish,,,359950,365000,368588.5,384950,359950,380597.5,389725,389995,399950,399250,395775,399725,425000,426883,425000,413495,409000,409975,410775,4.00E+05,389995,4.00E+05,415000,407475,399950,398047.5,399500,419950,425000,425000,419950,415000,419950,413475,424975,429450,419975,432500,445000
Sonoma,CA,Santa Rosa,Sonoma,,,,,,664500,649000,635000,599000,599999,599000,599500,599900,585000,559000,625000,721000,725000,699000,699000,699000,740000,729950,752500,742000,789950,739000,742450,799000,805000,825000,825000,825000,799000,779000,799000,765000,750000,722000,674000,684900
Fishers,IN,Indianapolis,Hamilton,249945,254990,263000,259900,259950,259900,259500,269500,269000,274900,274945,278945,289945,291490,288990,283490,276990,271992.5,270000,274900,275000,274997.5,291995,285990,290000,299000,299941.5,295000,286900,289900,289900,299900,302990,294990,299250,299990,3.00E+05,3.00E+05,306990,309950,309900
Plymouth Township,MI,Detroit,Wayne,259000,279000,288500,268700,306580,319900,299900,278500,275000,279000,289000,272450,270000,262500,265450,299250,279000,275000,275000,270000,275000,275000,277000,275000,269950,270000,275000,290000,299900,295000,319000,349500,337400,336950,343500,314950,299950,335750,325000,327450,334945
Somerset,KY,Somerset,Pulaski,154000,154900,149900,159000,163700,169000,165950,169900,169900,164900,165900,159900,162900,164900,164900,159900,150000,159900,169900,169900,169450,164900,169000,165000,159900,153900,149900,154400,159900,169000,174200,179000,179900,179900,174900,179000,177000,176450,174500,169900,169000
Monroe Township,NJ,New York,Middlesex,409999,399000,365000,365000,391950,419900,429900,438000,417346,424900,424900,425000,424999.5,432450,421950,415000,417000,410000,399999,422449.5,429900,449500,450000,454900,454900,459995,464900,439900,450000,464900,464900,449894,439850,439900,450000,450000,442200,439250,449900,439950,434900
Waxahachie,TX,Dallas-Fort Worth,Ellis,168495,167490,165000,178350,174990,174990,174945,179970,170300,170300,174900,178358,179990,184000,183990,184450,186900,189900,193990,193675,194990,197500,199000,215000,216445,229000,233500,215000,222900,210775.5,209950,219900,219950,220780,217532,212990,222900,225000,224859,226700,233000
Franconia,VA,Washington,Fairfax,384500,389000,399000,399950,392450,389925,399950,399900,409944.5,442000,442000,424995,424950,434950,414950,415000,415944,414944,409900,416975,387995,412000,410000,405000,405000,4.00E+05,410000,4.00E+05,426000,429925,434900,435000,427450,419900,419250,408500,389950,410000,428250,426500,449900
Wenatchee,WA,Wenatchee,Chelan,224900,221000,220450,212000,214725,220925,217747.5,219900,220000,227569.5,219000,227975,244900,259000,232000,234950,238700,249900,259900,248950,254900,269900,265000,256900,259900,259900,269900,269900,267000,269900,269450,279900,279900,289000,285700,275000,265000,259900,251999.5,259900,278500
Brentwood,TN,Nashville,Williamson,649900,649900,629000,643200,649900,639900,629900,635000,647500,649900,658100,662200,659450,674500,673950,679450,674500,687400,661914,667250,648000,649900,677450,689900,702400,702400,752724,741990,756950,750000,729000,743390,749053.5,746195,724900,730270,699900,739500,725000,727900,732450
Kannapolis,NC,Charlotte,Cabarrus,98900,99900,111000,110500,104400,113000,114950,113747.5,109900,110000,109900,108250,109000,105000,105000,109000,111997.5,111750,124650,125000,129900,129900,129900,128000,125000,130000,130745,116900,120000,117500,115900,120495,124900,125000,125000,120000,136900,138400,145150,147962,150449.5
