RegionName,State,Metro,CountyName,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Iowa Park,TX,Wichita Falls,Wichita,,,,,,,,,,,,,,,,,,,,,,,,,84900,84900,81450,78000,80500,79900,79900,79700,79900,82850,77750,79700,78750,82500,79900,79900,79500
Roland,OK,Fort Smith,Sequoyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,119800,119900,124000,118250,115000,119000,116250,126000,120000,124000,125000,129900
Hudson Bend,TX,Austin,Travis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598400,650000,650000,576360,585680,576360,575000,575000,572648,565044,549950,538175,509000
Abilene,KS,,Dickinson,109000,108900,113500,123000,110000,117250,119750,123000,120000,125000,125000,126250,120000,117900,114900,116950,110000,110000,119000,122000,110950,110000,121500,112500,117000,105000,104500,110000,105000,105000,102500,109900,102250,99000,103000,110000,110000,110000,110000,110000,114500
Dolores,CO,,Montezuma,278000,269000,269000,266950,254950,250000,259000,274900,269450,260000,243500,249000,249000,243500,283140,281520,275000,264000,277000,279450,279000,283140,288500,288000,286500,285000,275000,259450,259450,268000,299450,304500,299750,299250,309900,309900,309900,309900,310000,298000,325000
Townsend,GA,Brunswick,McIntosh,,,262450,249950,290000,297000,299900,299900,297000,314900,292450,253900,275000,239000,257900,269900,266500,266450,268500,259000,269900,266500,269450,277450,282450,250000,262400,259900,274700,264900,284500,281450,286700,292400,304500,292500,284950,289950,297000,290000,290000
Rogers City,MI,,Presque Isle,74000,74000,69500,69000,69900,69950,71000,74900,70950,69800,69850,69850,70950,66250,69500,72200,71500,71500,72200,73750,72950,75750,75200,79500,82200,76500,79000,78750,79000,79000,79000,75000,79000,79900,77000,75000,77000,74500,69900,68450,68900
Spring Grove,IL,Chicago,McHenry,259000,271250,262450,285000,289950,289900,291400,278900,275450,275900,279950,289900,289900,284900,285400,289450,284900,294925,274900,269900,274900,292900,288950,289900,284450,283900,277450,318500,318000,324900,319950,320000,320000,323900,319900,309900,309400,314999,309900,319200,313300
Winston,OR,Roseburg,Douglas,,,,,,,,,,148900,145000,147900,142400,139900,145000,152450,149700,169900,167250,167500,162000,159900,166250,174950,147000,150000,165000,165000,174900,172250,170000,169900,169200,180000,175000,159450,149950,159000,165000,169000,174950
Lowell,AR,Fayetteville,Benton,174700,181900,181950,181900,181890,179032,171950,173950,169900,166900,176500,179450,172450,172499.5,175000,169900,170000,174950,169900,181800,179900,175900,186662,185450,179900,184900,197450,180000,180750,184900,184900,197500,195000,199500,2.00E+05,198900,219000,210000,208000,209900,210000
Hale,MI,,Iosco,124950,125000,118950,104450,99900,116950,114900,116950,111500,110000,113000,114000,114000,119000,112400,109900,102000,119450,118500,112000,119000,120000,119900,110000,99900,94450,99500,99900,102500,119000,120000,121450,119000,114900,112000,109950,109900,99900,88500,94999,99900
Santa Clara,UT,St. George,Washington,,,,,,,,,,,,,,,,,,349500,352425,371950,364900,364900,365000,321430,374950,374950,374900,369900,357400,357400,350000,354900,340900,342900,340900,340900,335900,355400,359900,350425,349900
Town of Newport,ME,Bangor,Penobscot,141000,140000,149000,141950,141900,149000,149500,149900,149500,152400,149900,149900,159350,159800,132450,144900,133900,133900,150000,140000,139900,139900,130400,125400,129900,124900,124900,119900,119900,137200,124900,145500,145250,145000,147000,147000,149450,149900,142250,124500,139900
Mammoth Spring,AR,,Fulton,,,,,,,,,,,,,,,,,,,,,,,,134700,129900,133500,127450,130950,122450,128450,109950,114900,107450,112450,112450,124500,128900,132600,135250,112000,113500
Hartland,MI,Detroit,Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,,,242900,245900,249900,260000,249900,269400,269400,267450,259950,254950,249900,232450,225000,248700
Elberton,GA,,Elbert,,,,,,94500,89500,79900,79000,79000,79000,77900,78450,77900,73900,78400,79450,79900,84450,89250,90000,89900,99750,92900,87000,96450,89900,89900,79900,85000,85000,89950,91950,89350,88800,84350,93900,91900,89950,85000,79450
Mineral,VA,,Louisa,,,,,,294000,315000,287000,275000,279975,274900,274950,259000,227425,239950,259000,274900,289500,295000,297000,298500,289950,289000,290000,279450,264950,296995,264950,284900,296500,289000,299000,299900,299999,309000,310000,314750,314750,289500,294900,294450
